ymd,hotel_id,advertiser_id,n_clickouts,n_bookings
20230801,26,39,17,1
20230801,26,41,1,0
20230801,27,5,67,1
20230801,27,8,2,0
20230801,27,24,8,1
20230801,27,31,2,0
20230801,27,37,6,0
20230801,27,39,1,0
20230801,27,41,1,0
20230801,28,1,2,0
20230801,28,5,55,0
20230801,28,21,3,0
20230801,28,37,1,0
20230801,28,39,1,0
20230801,29,5,11,0
20230801,29,8,1,0
20230801,29,24,1,0
20230801,29,37,8,0
20230801,29,39,1,0
20230801,30,1,4,0
20230801,30,3,1,0
20230801,30,5,98,1
20230801,30,8,3,0
20230801,30,16,1,0
20230801,30,17,3,0
20230801,30,21,1,0
20230801,30,31,1,0
20230801,30,37,20,1
20230801,30,39,4,0
20230801,30,41,1,0
20230801,31,3,6,1
20230801,31,5,185,8
20230801,31,19,3,0
20230801,31,31,1,0
20230801,31,36,12,0
20230801,31,37,12,0
20230801,31,38,2,0
20230801,31,39,2,0
20230801,32,3,9,0
20230801,32,5,80,5
20230801,32,14,1,0
20230801,32,16,1,0
20230801,32,17,3,0
20230801,32,24,7,0
20230801,32,34,6,0
20230801,32,36,13,0
20230801,32,37,28,0
20230801,32,39,1,0
20230801,33,1,6,0
20230801,33,3,2,0
20230801,33,5,72,2
20230801,33,8,3,0
20230801,33,15,4,0
20230801,33,17,8,0
20230801,33,21,2,0
20230801,33,24,33,3
20230801,33,28,4,0
20230801,33,31,6,0
20230801,33,38,1,0
20230801,33,39,5,0
20230801,33,41,2,0
20230801,34,3,1,0
20230801,34,5,41,0
20230801,34,14,1,0
20230801,34,34,1,0
20230801,34,36,4,0
20230801,34,37,14,1
20230801,35,3,30,0
20230801,35,5,171,6
20230801,35,12,1,0
20230801,35,17,6,0
20230801,35,19,1,0
20230801,35,21,2,0
20230801,35,24,1,0
20230801,35,36,9,0
20230801,35,37,142,6
20230801,35,39,98,4
20230801,35,41,6,0
20230801,36,1,2,0
20230801,36,3,2,0
20230801,36,5,610,19
20230801,36,9,1,0
20230801,36,12,1,0
20230801,36,15,1,0
20230801,36,17,1,0
20230801,36,19,6,0
20230801,36,24,3,0
20230801,36,36,20,1
20230801,36,37,32,0
20230801,36,39,7,1
20230801,36,41,13,0
20230801,37,5,19,0
20230801,37,8,7,0
20230801,37,14,4,0
20230801,37,19,3,0
20230801,37,21,3,0
20230801,37,24,8,0
20230801,37,31,1,0
20230801,37,41,3,0
20230801,38,1,1,0
20230801,38,3,1,0
20230801,38,5,123,2
20230801,38,8,2,0
20230801,38,13,1,0
20230801,38,15,2,0
20230801,38,17,2,0
20230801,38,19,2,0
20230801,38,28,2,0
20230801,38,29,2,0
20230801,38,37,53,4
20230801,38,39,1,0
20230801,39,5,1,0
20230801,39,8,1,0
20230801,39,17,12,0
20230801,39,19,3,0
20230801,39,24,2,0
20230801,39,31,2,0
20230801,39,37,38,1
20230801,39,39,1,0
20230801,39,41,8,0
20230801,40,3,1,0
20230801,40,5,32,0
20230801,40,24,1,0
20230801,40,36,5,0
20230801,40,37,1,0
20230801,40,39,1,0
20230801,41,5,1,0
20230801,41,19,1,0
20230801,41,24,6,0
20230801,41,37,21,1
20230801,41,39,6,0
20230801,41,41,1,0
20230801,42,5,24,0
20230801,42,8,2,0
20230801,42,21,1,0
20230801,42,24,4,0
20230801,42,37,1,0
20230801,42,39,8,0
20230801,43,5,64,0
20230801,43,24,1,0
20230801,43,39,4,0
20230801,44,5,8,0
20230801,44,15,1,0
20230801,44,17,2,0
20230801,44,24,1,0
20230801,44,31,5,0
20230801,44,37,3,0
20230801,44,39,1,0
20230801,45,5,9,0
20230801,45,17,2,0
20230801,45,24,1,0
20230801,45,31,2,0
20230801,45,37,8,0
20230801,45,39,1,0
20230801,46,5,36,0
20230801,46,8,4,0
20230801,46,13,1,0
20230801,46,15,5,0
20230801,46,21,1,0
20230801,46,37,5,0
20230801,46,39,3,0
20230801,47,3,5,0
20230801,47,5,75,0
20230801,47,24,1,0
20230801,47,37,6,0
20230801,47,39,31,0
20230801,48,1,6,0
20230801,48,8,1,0
20230801,48,14,1,0
20230801,48,19,1,0
20230801,48,24,1,0
20230801,48,36,1,0
20230801,48,37,12,0
20230801,49,3,3,0
20230801,49,5,3,0
20230801,49,15,1,0
20230801,49,21,3,0
20230801,50,5,15,0
20230801,50,24,1,0
20230801,50,39,2,0
20230801,51,2,4,0
20230801,51,15,10,0
20230801,51,19,11,0
20230801,51,24,1,0
20230801,52,3,2,0
20230801,52,5,23,0
20230801,52,15,3,1
20230801,52,17,1,0
20230801,52,21,3,0
20230801,52,36,8,0
20230801,52,37,16,1
20230801,52,39,12,0
20230801,52,41,1,0
20230801,53,1,2,0
20230801,53,5,1,0
20230801,53,24,1,0
20230801,53,39,3,0
20230801,54,1,6,0
20230801,54,19,2,0
20230801,54,21,3,0
20230801,54,24,6,0
20230801,54,33,8,0
20230801,54,37,6,0
20230801,55,21,1,0
20230801,55,24,1,0
20230801,55,34,1,0
20230801,55,36,6,0
20230801,55,37,15,0
20230801,55,39,2,0
20230801,55,41,2,0
20230801,56,2,4,0
20230801,56,5,8,1
20230801,56,8,1,0
20230801,56,17,1,0
20230801,56,21,5,0
20230801,56,39,24,0
20230801,56,41,3,0
20230801,57,24,1,0
20230801,58,24,13,0
20230801,58,37,7,1
20230801,59,5,8,0
20230801,59,31,1,0
20230801,59,34,1,0
20230801,59,37,1,0
20230801,59,39,4,0
20230801,60,5,25,1
20230801,60,24,1,0
20230801,60,39,4,0
20230801,61,25,7,0
20230801,61,29,1,0
20230801,61,34,3,0
20230801,61,37,11,0
20230801,62,5,3,0
20230801,62,34,1,0
20230801,62,37,4,0
20230801,62,39,20,0
20230801,62,41,1,0
20230801,63,1,20,1
20230801,63,3,1,0
20230801,63,5,2,0
20230801,63,17,1,0
20230801,63,19,2,0
20230801,63,21,1,0
20230801,63,24,8,0
20230801,63,37,3,0
20230801,63,39,18,0
20230801,64,1,1,0
20230801,64,5,11,0
20230801,64,39,2,0
20230801,65,1,1,0
20230801,65,5,10,0
20230801,65,24,6,0
20230801,65,39,12,1
20230801,65,41,1,0
20230801,66,1,2,0
20230801,66,3,1,0
20230801,66,5,44,1
20230801,66,8,1,0
20230801,66,24,4,1
20230801,66,37,2,0
20230801,67,1,1,0
20230801,67,24,2,0
20230801,67,37,7,0
20230801,67,39,2,0
20230801,68,5,13,0
20230801,68,8,2,0
20230801,68,24,11,0
20230801,68,39,46,4
20230801,69,1,4,0
20230801,69,5,149,5
20230801,69,8,1,0
20230801,69,9,2,0
20230801,69,39,90,1
20230801,70,5,45,0
20230801,70,24,7,0
20230801,70,37,1,0
20230801,70,39,19,1
20230801,71,5,6,0
20230801,71,17,1,0
20230801,71,24,9,0
20230801,71,39,16,0
20230801,71,41,2,0
20230801,72,5,11,0
20230801,72,24,2,0
20230801,72,37,1,0
20230801,72,39,6,1
20230801,73,1,1,0
20230801,73,3,5,0
20230801,73,5,179,10
20230801,73,9,1,0
20230801,73,24,7,0
20230801,73,37,18,0
20230801,73,39,523,22
20230801,73,41,1,0
20230801,74,1,1,0
20230801,74,3,1,0
20230801,74,5,178,9
20230801,74,17,1,0
20230801,74,24,2,0
20230801,74,37,4,0
20230801,74,39,4,2
20230801,75,1,3,0
20230801,75,5,19,0
20230801,75,24,8,1
20230801,75,37,9,2
20230801,75,39,16,0
20230801,76,5,10,0
20230801,76,8,1,0
20230801,76,39,26,0
20230801,77,5,22,0
20230801,77,37,1,0
20230801,78,1,2,0
20230801,78,5,16,0
20230801,78,24,1,0
20230801,78,39,73,2
20230801,78,41,1,0
20230801,79,5,39,0
20230801,79,8,1,0
20230801,79,24,1,0
20230801,79,31,1,0
20230801,79,37,2,0
20230801,80,1,3,0
20230801,80,5,63,0
20230801,80,8,1,0
20230801,80,24,1,0
20230801,80,39,17,1
20230801,81,5,3,0
20230801,81,37,2,0
20230801,81,39,1,0
20230801,82,5,74,3
20230801,82,8,4,0
20230801,82,17,1,0
20230801,82,24,9,0
20230801,82,37,23,0
20230801,82,39,3,0
20230801,83,5,19,1
20230801,83,8,3,0
20230801,83,17,1,0
20230801,83,24,3,0
20230801,83,37,1,0
20230801,83,39,4,0
20230801,84,5,12,1
20230801,84,24,1,0
20230801,84,39,3,0
20230801,85,5,4,1
20230801,85,8,1,0
20230801,85,14,1,0
20230801,85,39,15,0
20230801,86,5,15,0
20230801,86,24,2,0
20230801,86,39,1,0
20230801,87,5,4,0
20230801,87,37,2,0
20230801,87,39,2,0
20230801,88,3,7,0
20230801,88,5,7,0
20230801,88,21,1,0
20230801,88,24,1,0
20230801,88,41,1,0
20230801,89,1,1,0
20230801,89,5,13,1
20230801,89,24,1,0
20230801,90,1,3,0
20230801,90,5,25,0
20230801,90,24,5,0
20230801,90,37,3,0
20230801,90,39,26,2
20230801,91,1,8,0
20230801,91,5,1,1
20230801,91,8,2,0
20230801,91,24,3,0
20230801,91,27,1,0
20230801,91,39,6,0
20230801,92,5,32,0
20230801,92,17,1,0
20230801,92,24,3,0
20230801,92,34,1,0
20230801,92,37,1,0
20230801,92,39,12,0
20230801,93,3,1,0
20230801,93,5,13,0
20230801,93,19,3,0
20230801,93,24,4,0
20230801,93,37,2,0
20230801,93,41,1,0
20230801,94,5,3,1
20230801,94,24,1,0
20230801,94,37,4,0
20230801,94,39,3,1
20230801,94,41,2,0
20230801,95,5,4,0
20230801,95,17,3,0
20230801,95,21,1,0
20230801,95,24,7,2
20230801,95,37,7,0
20230801,95,39,6,2
20230801,96,5,1,0
20230801,96,37,9,0
20230801,96,39,1,0
20230801,96,41,2,0
20230801,97,5,15,0
20230801,97,24,3,0
20230801,97,39,1,1
20230801,98,1,3,0
20230801,98,5,18,0
20230801,99,1,1,0
20230801,99,5,24,0
20230801,99,14,1,0
20230801,99,24,1,0
20230801,99,37,40,1
20230801,99,39,6,0
20230801,100,5,30,2
20230801,100,41,1,0
20230801,101,2,3,0
20230801,101,5,1,0
20230801,101,39,27,0
20230801,102,5,28,0
20230801,102,18,1,0
20230801,102,24,8,0
20230801,102,39,16,0
20230801,102,41,2,0
20230801,103,1,32,2
20230801,103,3,2,0
20230801,103,5,215,7
20230801,103,8,7,0
20230801,103,14,3,0
20230801,103,24,5,1
20230801,103,37,11,0
20230801,103,39,2,0
20230801,104,5,19,1
20230801,104,31,1,0
20230801,105,5,9,0
20230801,105,14,1,0
20230801,105,24,3,0
20230801,105,37,8,0
20230801,106,5,21,2
20230801,106,19,1,0
20230801,106,37,2,0
20230801,106,39,1,0
20230801,107,5,18,0
20230801,107,24,2,0
20230801,107,37,4,0
20230801,108,2,1,0
20230801,108,3,1,0
20230801,108,5,20,2
20230801,108,24,7,0
20230801,108,37,5,0
20230801,108,39,12,1
20230801,109,5,69,4
20230801,109,31,2,0
20230801,109,37,5,0
20230801,109,39,1,0
20230801,110,3,1,0
20230801,110,5,76,1
20230801,110,37,12,0
20230801,110,39,4,0
20230801,110,41,1,0
20230801,111,5,9,1
20230801,111,13,1,0
20230801,111,37,1,0
20230801,111,39,2,0
20230801,112,5,7,0
20230801,112,9,1,0
20230801,112,39,5,0
20230801,113,5,63,3
20230801,113,24,4,0
20230801,113,37,45,4
20230801,113,39,5,0
20230801,114,5,11,0
20230801,114,37,1,0
20230801,114,39,7,1
20230801,115,3,1,0
20230801,115,5,14,1
20230801,115,37,1,0
20230801,115,38,1,0
20230801,116,1,7,0
20230801,116,5,28,1
20230801,116,37,2,0
20230801,117,1,22,0
20230801,117,17,2,0
20230801,117,24,1,0
20230801,117,31,2,0
20230801,117,39,1,0
20230801,118,5,8,1
20230801,118,24,1,0
20230801,118,39,20,1
20230801,119,5,7,0
20230801,119,14,1,0
20230801,119,17,1,0
20230801,119,39,3,0
20230801,120,1,1,0
20230801,120,5,9,0
20230801,120,17,1,0
20230801,120,24,1,0
20230801,120,37,7,0
20230801,121,5,37,2
20230801,121,22,6,0
20230801,121,37,1,0
20230801,121,39,1,0
20230801,122,5,12,0
20230801,122,39,24,0
20230801,123,5,27,1
20230801,123,39,2,0
20230801,124,37,18,4
20230801,124,38,2,0
20230801,124,39,1,0
20230801,125,5,14,0
20230801,125,37,2,0
20230801,125,39,1,0
20230801,126,5,14,0
20230801,126,41,2,0
20230801,127,5,8,0
20230801,127,39,13,1
20230801,128,5,2,0
20230801,128,13,1,0
20230801,128,17,5,0
20230801,128,24,2,0
20230801,128,39,68,5
20230801,129,5,16,0
20230801,129,39,1,0
20230801,129,41,2,0
20230801,130,3,2,0
20230801,130,5,13,1
20230801,130,37,29,2
20230801,130,41,2,0
20230801,131,5,28,2
20230801,132,1,1,0
20230801,132,5,14,1
20230801,132,24,2,0
20230801,132,37,9,0
20230801,132,39,16,1
20230801,133,5,105,4
20230801,133,24,1,0
20230801,133,37,2,0
20230801,133,39,4,0
20230801,134,5,15,0
20230801,134,37,3,0
20230801,135,3,1,0
20230801,135,5,16,0
20230801,135,26,7,0
20230801,135,39,9,0
20230801,136,5,59,0
20230801,136,37,1,0
20230801,136,39,28,0
20230801,137,1,2,0
20230801,137,3,2,0
20230801,137,5,4,0
20230801,137,7,1,0
20230801,137,19,2,0
20230801,137,24,9,0
20230801,137,37,3,0
20230801,137,38,1,0
20230801,137,39,11,1
20230801,138,1,27,0
20230801,138,19,1,0
20230801,138,21,1,0
20230801,138,36,1,0
20230801,138,37,2,1
20230801,138,39,1,0
20230801,139,17,1,0
20230801,139,21,2,0
20230801,139,24,3,0
20230801,139,25,8,0
20230801,139,34,3,0
20230801,139,37,6,0
20230801,139,39,4,0
20230801,140,3,2,0
20230801,140,5,39,0
20230801,140,15,3,0
20230801,140,21,9,1
20230801,140,24,12,0
20230801,140,37,1,1
20230801,141,5,1,0
20230801,141,15,4,0
20230801,141,24,11,0
20230801,141,37,2,0
20230801,141,43,220,4
20230801,142,1,8,2
20230801,142,5,16,0
20230801,142,19,1,0
20230801,142,24,16,1
20230801,143,5,3,0
20230801,143,37,8,0
20230801,144,5,13,1
20230801,144,24,1,0
20230801,145,5,43,0
20230801,145,24,4,0
20230801,145,31,1,0
20230801,145,39,17,0
20230801,146,11,43,0
20230801,146,24,1,0
20230801,147,5,25,0
20230801,147,9,1,0
20230801,147,39,2,0
20230801,148,5,61,1
20230801,148,24,6,0
20230801,148,34,1,0
20230801,148,37,1,0
20230801,148,38,2,0
20230801,148,39,15,1
20230801,149,5,24,0
20230801,149,8,1,0
20230801,149,24,3,0
20230801,149,37,2,0
20230801,149,41,2,0
20230801,150,5,13,1
20230801,150,34,1,0
20230801,150,39,10,0
20230801,151,5,12,0
20230801,151,14,1,0
20230801,151,37,4,1
20230801,151,39,15,0
20230801,151,41,1,0
20230801,152,5,6,3
20230801,152,24,1,0
20230801,153,5,24,1
20230801,153,24,3,0
20230801,153,39,26,1
20230801,154,5,7,0
20230801,154,39,11,0
20230801,155,5,7,0
20230801,155,24,4,0
20230801,155,37,3,0
20230801,155,39,10,0
20230801,156,5,4,0
20230801,156,24,3,0
20230801,156,37,2,0
20230801,156,39,7,0
20230801,156,41,2,0
20230801,157,5,1,0
20230801,157,15,3,0
20230801,157,17,8,1
20230801,157,19,9,0
20230801,157,21,3,0
20230801,157,24,3,0
20230801,157,37,5,0
20230801,157,39,1,0
20230801,157,41,1,0
20230801,158,5,15,1
20230801,159,5,41,1
20230801,159,16,1,0
20230801,159,21,6,1
20230801,159,24,2,0
20230801,159,34,2,0
20230801,159,37,11,0
20230801,159,39,1,0
20230801,160,5,4,0
20230801,160,39,15,0
20230801,161,5,42,1
20230801,161,34,1,0
20230801,161,37,1,1
20230801,161,39,1,0
20230801,162,5,52,4
20230801,162,24,2,0
20230801,162,39,5,1
20230801,163,5,4,0
20230801,163,39,19,0
20230801,164,4,14,0
20230801,164,5,1,0
20230801,164,15,1,0
20230801,164,24,1,1
20230801,164,37,6,0
20230801,165,5,2,0
20230801,165,8,1,0
20230801,165,17,1,0
20230801,165,21,1,0
20230801,165,37,6,0
20230801,165,39,11,0
20230801,165,41,1,0
20230801,166,5,30,0
20230801,167,5,87,0
20230801,167,15,1,0
20230801,167,37,3,0
20230801,167,39,13,0
20230801,168,1,3,0
20230801,168,5,6,0
20230801,168,37,2,0
20230801,168,39,44,1
20230801,168,41,2,0
20230801,169,1,1,0
20230801,169,39,21,1
20230801,170,5,1,0
20230801,170,24,1,0
20230801,170,31,2,0
20230801,171,2,13,3
20230801,171,5,14,0
20230801,171,16,1,0
20230801,171,39,1,0
20230801,172,5,6,0
20230801,172,39,6,0
20230801,173,5,17,0
20230801,173,16,3,0
20230801,173,20,2,0
20230801,173,24,1,0
20230801,174,5,22,0
20230801,174,37,7,1
20230801,174,39,9,0
20230801,175,1,2,0
20230801,175,5,45,0
20230801,176,5,122,1
20230801,176,8,2,0
20230801,176,24,7,0
20230801,176,34,1,0
20230801,176,39,114,1
20230801,177,23,91,1
20230801,177,24,7,0
20230801,177,36,1,0
20230801,178,5,74,4
20230801,178,37,5,1
20230801,179,5,18,0
20230801,179,24,1,0
20230801,179,39,36,0
20230801,180,5,42,1
20230801,180,30,2,0
20230801,180,39,3,1
20230801,181,2,2,0
20230801,181,3,1,0
20230801,181,5,3,0
20230801,181,17,1,0
20230801,181,37,4,0
20230801,181,39,2,0
20230801,182,3,5,0
20230801,182,4,3,0
20230801,182,5,138,1
20230801,182,8,2,0
20230801,182,15,2,0
20230801,182,16,2,0
20230801,182,17,2,0
20230801,182,21,4,0
20230801,182,24,11,0
20230801,182,34,1,0
20230801,182,35,1,0
20230801,182,37,33,0
20230801,182,39,24,0
20230801,183,3,2,0
20230801,183,13,1,0
20230801,183,19,1,0
20230801,183,41,1,0
20230801,184,5,59,1
20230801,184,39,1,0
20230801,185,8,1,0
20230801,185,15,1,0
20230801,185,17,2,0
20230801,185,24,2,0
20230801,185,31,1,0
20230801,185,37,15,0
20230801,185,41,1,0
20230801,187,2,55,0
20230801,187,16,14,0
20230801,188,1,2,0
20230801,188,3,1,0
20230801,188,5,68,2
20230801,188,19,1,0
20230801,188,24,5,0
20230801,188,36,3,0
20230801,188,37,13,0
20230801,188,39,11,0
20230801,188,40,7,0
20230801,188,41,5,0
20230801,189,3,6,0
20230801,189,17,3,0
20230801,189,19,3,0
20230801,189,41,2,0
20230801,190,5,13,0
20230801,190,17,3,0
20230801,190,24,3,0
20230801,190,37,8,0
20230801,190,39,5,0
20230801,190,41,1,0
20230801,191,5,29,0
20230801,191,17,1,0
20230801,191,21,1,0
20230801,191,24,2,0
20230801,191,37,3,0
20230801,191,39,8,0
20230801,192,5,39,2
20230801,192,14,1,0
20230801,192,24,1,0
20230801,192,37,2,0
20230801,192,39,1,0
20230801,193,5,17,2
20230801,193,39,7,0
20230801,194,1,4,0
20230801,194,5,3,0
20230801,194,37,2,0
20230801,194,39,6,0
20230801,195,1,1,0
20230801,195,5,4,0
20230801,195,39,6,1
20230801,196,5,5,0
20230801,196,8,13,0
20230801,196,24,1,0
20230801,196,31,1,0
20230801,196,39,1,0
20230801,197,1,1,0
20230801,197,5,1,0
20230801,197,8,1,0
20230801,197,35,1,0
20230801,197,36,1,0
20230801,197,37,9,0
20230801,198,24,3,0
20230801,198,37,1,0
20230801,198,39,41,1
20230801,199,5,15,0
20230801,199,8,1,1
20230801,199,24,2,0
20230801,199,39,1,0
20230801,200,8,5,0
20230801,200,21,4,0
20230801,200,24,3,0
20230801,200,37,2,0
20230801,200,41,2,0
20230801,201,5,8,0
20230801,201,20,1,0
20230801,201,37,16,0
20230801,201,39,1,0
20230801,202,5,86,0
20230801,202,8,5,0
20230801,202,9,1,0
20230801,202,14,1,0
20230801,202,39,41,1
20230801,203,5,48,1
20230801,203,8,1,0
20230801,203,39,3,0
20230801,204,5,12,0
20230801,204,8,1,0
20230801,204,17,2,0
20230801,204,36,1,0
20230801,204,37,4,0
20230801,204,39,1,0
20230801,205,5,17,1
20230801,205,34,2,0
20230801,205,39,8,1
20230801,206,3,1,0
20230801,206,5,1,0
20230801,206,23,87,0
20230801,207,5,2,0
20230801,207,39,43,0
20230801,208,5,27,0
20230801,208,32,3,1
20230801,208,37,1,0
20230801,208,39,4,0
20230801,209,5,43,1
20230801,209,39,3,0
20230801,209,41,5,0
20230801,210,5,2,0
20230801,210,39,21,0
20230801,211,5,1,0
20230801,211,10,1,0
20230801,211,17,1,0
20230801,211,21,6,0
20230801,211,24,1,0
20230801,211,35,6,0
20230801,211,39,2,0
20230801,212,5,13,0
20230801,212,6,3,0
20230801,212,34,2,0
20230801,212,39,48,0
20230801,213,5,47,0
20230801,213,7,7,0
20230801,213,24,1,0
20230801,213,39,11,0
20230801,214,5,1,0
20230801,215,31,1,0
20230801,215,37,17,0
20230801,215,39,5,1
20230801,215,41,1,0
20230801,216,1,1,0
20230801,216,4,3,0
20230801,217,5,53,0
20230801,217,39,30,1
20230801,218,5,23,1
20230801,219,5,2,0
20230801,219,37,1,0
20230801,219,39,19,1
20230801,220,3,4,0
20230801,220,5,12,0
20230801,221,5,19,0
20230801,221,17,6,0
20230801,221,19,4,0
20230801,221,37,16,0
20230801,221,39,7,0
20230801,222,5,29,0
20230801,222,13,3,0
20230801,222,21,4,0
20230801,222,39,7,0
20230801,223,5,17,0
20230801,223,25,1,0
20230801,223,39,11,0
20230801,224,39,30,0
20230802,1,5,149,5
20230802,1,37,7,0
20230802,1,39,4,0
20230802,2,1,1,0
20230802,2,3,1,0
20230802,2,5,29,0
20230802,2,15,1,0
20230802,2,39,1,0
20230802,3,5,21,2
20230802,3,19,1,0
20230802,3,39,2,0
20230802,4,1,1,0
20230802,4,5,42,1
20230802,5,5,47,1
20230802,5,14,1,0
20230802,5,24,5,0
20230802,5,31,1,0
20230802,5,39,19,1
20230802,5,41,2,0
20230802,6,5,32,0
20230802,6,8,1,0
20230802,6,17,1,0
20230802,6,19,1,0
20230802,6,24,1,0
20230802,6,35,1,0
20230802,6,37,6,1
20230802,6,39,3,0
20230802,7,1,54,0
20230802,7,8,2,0
20230802,7,24,3,0
20230802,7,37,9,0
20230802,8,1,15,0
20230802,8,19,1,0
20230802,8,21,1,0
20230802,8,24,1,0
20230802,8,37,7,0
20230802,9,1,7,0
20230802,9,8,1,0
20230802,9,14,2,0
20230802,9,24,2,0
20230802,9,31,1,0
20230802,9,37,8,0
20230802,10,5,10,0
20230802,10,15,3,0
20230802,10,17,2,0
20230802,10,37,10,0
20230802,10,39,1,1
20230802,11,5,19,0
20230802,11,8,2,0
20230802,11,24,1,0
20230802,11,37,5,0
20230802,11,39,1,0
20230802,12,1,1,0
20230802,12,5,19,1
20230802,12,17,2,0
20230802,12,19,1,0
20230802,12,24,7,0
20230802,12,31,1,0
20230802,12,37,9,0
20230802,12,39,1,0
20230802,12,41,2,0
20230802,13,1,4,0
20230802,13,3,1,0
20230802,13,5,4,0
20230802,13,24,1,0
20230802,13,37,5,0
20230802,13,41,3,0
20230802,14,5,22,1
20230802,14,24,1,0
20230802,14,37,1,0
20230802,15,5,17,1
20230802,15,37,15,2
20230802,15,39,2,1
20230802,16,5,19,0
20230802,16,24,2,0
20230802,16,31,6,0
20230802,16,37,3,0
20230802,16,39,21,0
20230802,17,1,37,2
20230802,17,2,4,0
20230802,17,5,3,0
20230802,17,19,2,0
20230802,17,24,11,0
20230802,17,37,37,0
20230802,17,38,1,0
20230802,17,39,6,0
20230802,18,5,14,0
20230802,18,37,7,1
20230802,18,38,4,1
20230802,18,39,3,0
20230802,19,1,1,0
20230802,19,5,1,0
20230802,19,24,1,0
20230802,19,37,25,0
20230802,19,39,4,0
20230802,20,5,28,0
20230802,20,24,6,1
20230802,20,39,4,0
20230802,20,41,1,0
20230802,21,3,7,0
20230802,21,5,301,9
20230802,21,15,1,0
20230802,21,17,1,0
20230802,21,19,1,0
20230802,21,24,4,0
20230802,21,29,2,0
20230802,21,37,31,0
20230802,21,39,6,0
20230802,21,41,9,0
20230802,22,3,6,0
20230802,22,5,168,2
20230802,22,19,2,0
20230802,22,24,2,0
20230802,22,36,1,0
20230802,22,37,9,0
20230802,22,39,1,0
20230802,23,5,88,3
20230802,23,15,1,0
20230802,23,19,2,0
20230802,23,24,3,0
20230802,23,36,4,0
20230802,23,37,10,0
20230802,23,41,3,0
20230802,24,3,7,0
20230802,24,5,154,2
20230802,24,8,1,0
20230802,24,14,1,0
20230802,24,17,1,0
20230802,24,24,10,0
20230802,24,34,2,0
20230802,24,36,24,0
20230802,24,37,22,0
20230802,24,39,12,0
20230802,25,5,38,2
